Name,Partei,Wahlart,Bundesland,Wahlkreis,Wahlkreis-Nr.,Ausschuesse,Biografie,Twitter,Ausschusspositionen,Geburtsjahr
"Bach, Bela",SPD,Gewählt über Landesliste,Bayern,München-Land,221,"{'Ordentliches Mitglied': ['Petitionsausschuss', 'Ausschuss für Verkehr und digitale Infrastruktur'], 'Stellvertretendes Mitglied': ['Ausschuss für Umwelt, Naturschutz und nukleare Sicherheit'], 'Stellvertretendes Mitglied (sonstige Gremien)': ['Parlamentarische Versammlung des Europarates']}","        Geboren am 30. September 1990 in Magdeburg.
        2010 Abitur am Elsa-Brändström-Gymnasium in München, 2010 bis 2018 Studium der Rechtswissenschaften an der Ludwig-Maximilians-Universität München; seit 2018 Doktorandin an der Leopold-Franzens-Universität Innsbruck; nebenberuflich Dolmetscherin und Übersetzerin.Seit 2007 Mitglied der SPD, 2009 bis 2019 Mitglied des geschäftsführenden Unterbezirksvorstand SPD München-Land; 2015 bis 2019 Vorsitzende SPD München-Land; seit 2014 Miglied des Gemeinderates Planegg, seit 2014 Mitglied des Kreistages München.Mitgliedschaften: Deutscher Alpenverein (Sektion TAK), NaturFreunde Deutschlands, Arbeiterwohlfahrt, ver.di. - Vereinte Dienstleistungsgewerkschaft.Bela Bach hat am 4. Februar 2020 für den ausgeschiedenen Abgeordneten Martin Burkert, SPD die Mitgliedschaft im Deutschen Bundestag erworben.",bela_bach,"['Petitionsausschuss', 'Ausschuss für Verkehr und digitale Infrastruktur', 'Ausschuss für Umwelt, Naturschutz und nukleare Sicherheit']",1990
"Badum, Lisa",Bündnis 90/Die Grünen,Gewählt über Landesliste,Bayern,Bamberg,236,"{'Ordentliches Mitglied': ['Ausschuss für Umwelt, Naturschutz und nukleare Sicherheit'], 'Stellvertretendes Mitglied': ['Ausschuss für Wirtschaft und Energie']}","        Geboren am 2. Oktober 1983;
        
         römisch-katholisch; ledig.
        2003 Abitur am Ehrenbürg Gymnasium Forchheim; 2003 bis 2010 Studium der Politikwissenschaft an der Universität Bamberg; 2010 bis 2013 wissenschaftliche Mitarbeiterin im Wahlkreisbüro von MdB Uwe Kekeritz in Fürth; seit 2013 Mitarbeiterin in der Abteilung Bürgerenergie, NATURSTROM AG.2009 Listen- und Direktkandidatin für den Deutschen Bundestag (Platz 15); 2013 Listenkandidatin für den Deutschen Bundestag (Platz 13).2005 bis 2006 studentische Senatorin an der Universität Bamberg; seit 2008 Mitglied des Forchheimer Kreistags; seit 2012 Mitglied des erweiterten Landesvorstandes; seit 2014 Sprecherin Landesarbeitskreis Frauen; seit 2014 Mitglied Vorstand Bürgerenergie Bayern; seit 2016 Sprecherin Bezirk Oberfranken; seit 2016 Sprecherin Landesarbeitskreis Energie.Helene-Weber Preisträgerin 2015 (Auszeichnung für kommunalpolitisches Engagement durch Bundesfrauenministerin Manuela Schwesig).Mitgliedschaften: Terre des Femmes, Bund Naturschutz, Bürgerenergie Bayern, Verein Nationalpark Nordsteigerwald, Energie- und Klimaallianz Forchheim, Bürgerinitiative pro Wiesenttal ohne Ostspange.",badulrichmartha,"['Ausschuss für Umwelt, Naturschutz und nukleare Sicherheit', 'Ausschuss für Wirtschaft und Energie']",1983
"Baehrens, Heike",SPD,Gewählt über Landesliste,Baden-Württemberg,Göppingen,263,"{'Vorsitzende': ['Unterausschuss Globale Gesundheit'], 'Ordentliches Mitglied': ['Ausschuss für Gesundheit', 'Unterausschuss Globale Gesundheit'], 'Stellvertretendes Mitglied': ['Ausschuss für Arbeit und Soziales', 'Ausschuss für wirtschaftliche Zusammenarbeit und Entwicklung'], 'Stellvertretender Vorsitz (sonstige Gremien)': ['Deutsch-Koreanische Parlamentariergruppe']}","Geboren am 21. September 1955 in Bevern; evangelisch-lutherisch, verheiratet, zwei Töchter.1977 bis 1985 Diakonin in verschiedenen sozialen Arbeitsfeldern wie Familien- und Erwachsenenbildung, Gemeindearbeit und Schulsozialarbeit; 1996 bis 2013 Geschäftsführerin im Diakonischen Werk Württemberg; 2002 bis 2013 stellvertretende Vorstandsvorsitzende Diakonisches Werk Württemberg; 1996 bis 2013 alternierende Vorsitzende der Pflegesatzkommission SGB XI; 1998 bis 2013 Mitglied im Aufsichtsrat Nikolauspflege; 2002 bis 2013 Stiftungsvorstand agentur mehrwert.Seit 1988 in der SPD; 1989 bis 1996 Mitglied im Stuttgarter Gemeinderat; 1992 bis 1996 stellvertretende Vorsitzende der SPD-Fraktion im Stuttgarter Gemeinderat; seit 2013 Mitglied des Deutschen Bundestages; Vorsitzende des Unterausschuss Globale Gesundheit, Pflegebeauftragte der SPD-Bundestagsfraktion, stellvertretende Sprecherin der AG-Gesundheit der SPD-Bundestagsfraktion; stellvertretende Vorsitzende der Deutsch-Koreanischen Parlamentariergruppe.Mitgliedschaften bei der Arbeiterwohlfahrt (AWO); Europa-Union Deutschland; Deutsch-Koreanische Gesellschaft; TTC Stuttgart; VfB Suttgart; Theaterhausverein Stuttgart; Mitherausgeberin der Zeitschrift „Berliner Republik“; ehrenamtliche Vorsitzende des Kreisbehindertenring Göppingen; Mitglied der EKD-Sozialkammer.",,"['Ausschuss für Gesundheit', 'Unterausschuss Globale Gesundheit', 'Ausschuss für Arbeit und Soziales', 'Ausschuss für wirtschaftliche Zusammenarbeit und Entwicklung', 'Unterausschuss Globale Gesundheit']",1955
"Bär, Dorothee",CDU/CSU,Direkt gewählt,Bayern,Bad Kissingen,248,{'Staatsministerin für Digitales': []},"Geboren am 19. April 1978 in Bamberg; römisch-katholisch; verheiratet; zwei Töchter und einen Sohn.Altstipendiatin der Hanns-Seidel-Stiftung e.V.; Studium der Politikwissenschaften an der Hochschule für Politik in München und am Otto-Suhr-Institut der Freien Universität Berlin; Abitur in Bamberg am Franz-Ludwig-Gymnasium 1999; Highschool-Diploma in Grayslake, Illinois, USA 1996.Eintritt in die Junge Union 1992, Eintritt in die CSU 1994,  Haßberge, seit 2001 Mitglied im CSU-Parteivorstand, 2001 bis 2003 Landesvorsitzende des RCDS in Bayern, 2003 bis 2007 stellvertretende Landesvorsitzende der Jungen Union Bayern, 2008 bis 2012 stellvertretende Bundesvorsitzende der Jungen Union Deutschlands, seit 2008 Kreisrätin im Landkreis Haßberge, 2009 bis 2013 Stellvertretende Generalsekretärin der CSU, seit 2010 Vorsitzende des CSU-Netzrates, seit 2011 Vorsitzende des CSUnet, seit 2011 stellvertretende Bezirksvorsitzende der CSU Unterfranken, stellvertretende Kreisvorsitzende der Frauen Union.Mitglied des Bundestages seit 2002; 2009 bis 2013 Sprecherin der CDU/CSU-Bundestagsfraktion für Familie, Senioren, Frauen und Jugend, seit Dezember 2013 bis März 2018 Parlamentarische Staatssekretärin beim Bundesminister für Verkehr und digitale Infrastruktur, seit März 2018 Staatsministerin für Digitales.",DoroBaer,[],1978
"Baerbock, Annalena",Bündnis 90/Die Grünen,Gewählt über Landesliste,Brandenburg,Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,61,"{'Stellvertretendes Mitglied': ['Ausschuss für Familie, Senioren, Frauen und Jugend', 'Ausschuss für Wirtschaft und Energie']}","Geboren am 15. Dezember 1980 in Hannover; evangelisch-lutherisch; verheiratet; zwei Kinder.Abitur an der Humboldtschule in Hannover; 2000 bis 2004 Studium an der Universität Hamburg Politikwissenschaft und Öffentliches Recht sowie 2004 bis 2005 Master of Public International Law, London School of Economics (LSE), Abschluss Master of Law LL.M.; 2009 bis 2013 Doktorandin im Völkerrecht, Freie Universität Berlin (nicht beendet). 2009 bis 2013 Landesvorsitzende von Bündnis 90/Die Grünen, Brandenburg; 2008 bis 2009 Referentin für Außen- und Sicherheitspolitik, Bundestagsfraktion von Bündnis 90/Die Grünen; 2005 bis 2008 Büroleiterin der Europaabgeordneten Elisabeth Schroedter; 2005 Trainee British Institute of Comparative and Public International Law.Seit 27. Januar 2018 Parteivorsitzende von Bündnis 90/die Grünen; nach der Bundestagswahl 2017 Mitglied des Sondierungsteams von Bündnis 90/Die Grünen in den Sondierungen mit CDU/CSU und FDP; 2012 bis 2015 Mitglied im Parteirat von Bündnis 90/Die Grünen; 2009 bis 2013 Landesvorsitzende von Bündnis 90/Die Grünen Brandenburg; 2008 bis 2013 Sprecherin der Bundesarbeitsgemeinschaft Europa von Bündnis 90/Die Grünen; 2009 bis 2012 Mitglied im Vorstand der Europäischen Grünen Partei; seit 2005 Mitglied von Bündnis 90/Die Grünen.Seit Oktober 2013 Mitglied des Deutschen Bundestags; 2013 bis 2017 Sprecherin für Klimapolitik der Bundestagsfraktion Bündnis 90/Die Grünen.",ABaerbock,"['Ausschuss für Familie, Senioren, Frauen und Jugend', 'Ausschuss für Wirtschaft und Energie']",1980
"Bahr, Ulrike",SPD,Gewählt über Landesliste,Bayern,Augsburg-Stadt,252,"{'Ordentliches Mitglied': ['Unterausschuss Bürgerschaftliches Engagement', 'Ausschuss für Bildung, Forschung und Technikfolgenabschätzung', 'Ausschuss für Familie, Senioren, Frauen und Jugend'], 'Stellvertretendes Mitglied': ['Kinderkommission - Kommission zur Wahrnehmung der Belange der Kinder', 'Ausschuss für Gesundheit']}","Geboren am 25. April 1964 in Nördlingen; römisch-katholisch; verheiratet.1970 Grundschule Wemding; 1974 Theodor-Heuss-Gymnasium in Nördlingen; 1983 Abitur am Theodor-Heuss-Gymnasium; 1983 Studium des Lehramts an Hauptschulen an der Universität Augsburg; 1989 Erstes Staatsexamen; 1989 bis 1991 Lehramtsanwärterin in Wemding; 1991 Zweites Staatsexamen Lehramt.1991 bis 1993 Hauptschullehrerin in Monheim und Wemding; 1993 bis 2013 Hauptschullehrerin in verschiedenen Augsburger Schulen, darunter viele Jahre Albert-Einstein-Schule, zuletzt Goethe-Mittelschule als Stammschule.1995 bis 2013 ehrenamtliche Vorsitzende des GEW-Kreisverbandes Augsburg und Vorstandsmitglied im DGB, Region Augsburg; 1998 bis 2013 Personalrätin beim Staatlichen Schulamt in der Stadt Augsburg; 2000 bis 2004 Jugendschöffin am Amtsgericht; Mitglied der Steuerungsgruppe im Bündnis für Augsburg; Vorstandsmitglied im überparteilichen Bündnis für Menschenwürde; Mitglied der Vereinigung der Verfolgten des Naziregimes/Bund der Antifaschisten (VVN/BdA); Mitglied der Arbeiterwohlfahrt, Ortsverein Hochfeld; 2002 bis 2008 Mitglied im Vorstand der Volkshochschule Augsburg; Mitglied des Fördervereins; Mitglied im Verein der Freunde und Förderer der Klinik Vincentinum; Mitglied im Förderverein des Freiwilligen-Zentrums Augsburg e.V.; Gründungsmitglied der Bürgerstiftung Augsburg Beherzte Menschen; Mitglied im Integrationsbeirat der Stadt Augsburg.Kandidatur auf der ""Gemeinsamen linken Liste"" für den AStA der Universität Augsburg; Frauenreferentin im AStA; 1986 Eintritt in die SPD; Mitglied im SPD-Ortsvereinsvorstand Jakobervorstadt/Bleich; 2009 bis 2012 Ortsvereinsvorsitzende; seit 2008 Mitglied im Unterbezirksvorstand SPD Augsburg; seit 2010 Vorsitzende des Unterbezirks Augsburg; seit 2013 Mitglied im Bezirksvorstand und seit 2017 Vorsitzende des Bezirks Schwaben; Mitglied im Landesvorstand der BayernSPD; als Kommunalpolitikerin Gründung des SPD-Fachforums Migration; Leitung des Fachforums Soziales und Senioren; 2002 bis 2014 Stadträtin in Augsburg; während der Stadtratszeit ab 2008 stellvertretende Fraktionsvorsitzende, bildungspolitische und personalpolitische Sprecherin der Rathausfraktion; Mitglied im Jugendhilfeausschuss, Jugend-, Wohnungs- und Sozialausschuss, Werkausschuss Altenhilfe, Organisations- und Personalausschuss, Bildungsausschuss, Berufsschulausschuss; Mitglied in der Versammlung des Zweckverbandes Stadtsparkasse; Mitglied im Aufsichtsrat der Stadtwerke Netze GmbH; Mitglied in der Steuerungsgruppe Gender Main.",MdB_Ulrike_Bahr,"['Unterausschuss Bürgerschaftliches Engagement', 'Ausschuss für Bildung, Forschung und Technikfolgenabschätzung', 'Ausschuss für Familie, Senioren, Frauen und Jugend', 'Kinderkommission - Kommission zur Wahrnehmung der Belange der Kinder', 'Ausschuss für Gesundheit']",1964
"Baradari, Nezahat",SPD,Gewählt über Landesliste,Nordrhein-Westfalen,Olpe – Märkischer Kreis I,149,"{'Ordentliches Mitglied': ['Ausschuss für die Angelegenheiten der Europäischen Union'], 'Stellvertretendes Mitglied': ['Ausschuss für Gesundheit', 'Ausschuss für Ernährung und Landwirtschaft'], 'Ordentliches Mitglied (sonstige Gremien)': ['Parlamentarische Versammlung der Union für den Mittelmeerraum (PV-UfM)']}","Geboren am 15. August 1965 in Bogazköy, Ankara-Türkei; moslemisch; verheiratet; zwei Kinder.1980 bis 1982 Hauptschulabschluß; 1982 bis 1984 Realschulabschluß; 1984 bis 1987 Gymnasium, Abschluß mit Allgemeiner Hochschulreife; 1987 bis 1994 Studium der Humanmedizin an der Christian-Albrechts-Universität zu Kiel, Abschluß mit III. Staatsexamen;Oktober 1997 Approbation als Ärztin; Oktober 2003 Facharztanerkennung Kinder- und Jugendmedizin.1994 bis 1996 Ärztin im Praktikum, Kinderklinik Itzehoe; 1996 bis 1999 Assistenzärztin, Ostholstein Kliniken Eutin; 1999 bis 2008 diverse Praxisvertretungen und Praxisanstellungen in Plön, Plettenberg und Olpe; 2008 bis heute Niederlassung als Kinder- und Jugendärztin in Attendorn.1985 bis 1989 2. Vorsitzende der Deutsch-Türkischen Gesellschaft Kiel e.V.; Mitglied in der Ärztekammer Westfalen-Lippe; Mitglied der Kassenärztlichen Vereinigung Westfalen-Lippe; Mitglied im Berufsverband der Kinder- und Jugendärzte e.V.; Mitglied in der Deutschen Gesellschaft für Kinder- und Jugendmedizin e.V.; Mitglied der Ärztlichen Akademie für Psychotherapie von Kindern und Jugendlichen e.V.; Mitglied in der Westdeutschen Arbeitsgemeinschaft für Pädiatrische Pneumologie und Allergologie e.V.; Mitglied bei Ärzte ohne Grenzen; Mitglied im WWF; Mitglied  im CHP, Sektion NRW; Mitglied in der IG-Metall Lüdenscheid; Mitglied in der Karnevalsgesellschaft Attendorn e.V.; Mitglied im SGV Wenden e.V., Mitglied Europa-Union Deutschland e.V.Auszeichnungen:-Ehrenamtspreis des Landes Nordrhein-Westfalen 2009, Kategorie ""Erfinden"", Evangelische Bücherei Attendorn-Wilhelm-Dröscher-Preis 2017, SPD-Arbeitsgemeinschaft Migration und Vielfalt Kreis OlpeSeit 1984 SPD-Mitglied; SPD-Vorstandsmitglied Ortsverein Attendorn; SPD-Fraktion Stadt Attendorn: Sachkundige Bürgerin für Schulen, Kultur und Denkmalschutz; SPD-Kreisvorstandsmitglied Kreis Olpe; SPD-Vorsitzende der AG Migration und Vielfalt Kreis Olpe; SPD-Kreisfraktion Kreis Olpe: Sprecherin für den Ausschuss Soziales und GesundheitNezahat Baradari, SPD hat am 7. Januar 2019 für den ausgeschiedenen Abgeordneten Ulrich Kelber, SPD die Mitgliedschaft im Deutschen Bundestag erworben.",,"['Ausschuss für die Angelegenheiten der Europäischen Union', 'Ausschuss für Gesundheit', 'Ausschuss für Ernährung und Landwirtschaft']",1965
"Bareiß, Thomas",CDU/CSU,Direkt gewählt,Baden-Württemberg,Zollernalb – Sigmaringen,295,{'Parlamentarischer Staatssekretär für Wirtschaft und Energie': []},"Geboren am 15. Februar 1975 in Albstadt-Ebingen; evangelisch; verheiratet.1994 Abitur am Wirtschaftsgymnasium in Albstadt-Ebingen; 1994 bis 1995 Wehrdienst bei der Luftwaffe; 1995 bis 1998 Studium der Betriebswirtschaftslehre an der Berufsakademie Ravensburg, Abschluss als Diplom-Betriebswirt (BA).1998 bis1999 Auslandserfahrung in Izmir (Türkei) und in Phoenix, Arizona (USA); 1999 bis 2005 Assistent der Geschäftsführung, Leiter Controlling sowie des Bereichs IT/Organisation bei einem mittelständischen Textilunternehmen.1990 Eintritt in die Junge Union (JU); seit 1994 Mitglied der CDU; 1997 bis 2003 Kreisvorsitzender der JU Zollernalb; 2002 bis 2006 Landesvorsitzender JU Baden-Württemberg; seit 2002 Mitglied im Landesvorstand der CDU Baden-Württemberg; 2007 bis 2012 Kreisvorsitzender der CDU Zollernalb; seit 2011 Bezirksvorsitzender CDU Württemberg-Hohenzollern; seit Dezember 2018 Mitglied im CDU-Bundesvorstand. 1999 bis 2008 Mitglied im Gemeinderat Meßstetten; 2004 bis 2013 Mitglied im Kreistag Zollernalb. Seit 2005 Mitglied des Bundestages; seit 2009 Beisitzer im Vorstand der CDU/CSU-Fraktion; 2010 bis 2014 Koordinator für Energiepolitik der CDU/CSU-Fraktion; 2014 bis 2018 Beauftragter für Energiepolitik. Mitglied im Johanniter-Verwaltungsrat; Vorsitzender des Freundeskreises Kloster Beuron.Seit März 2018 Parlamentarischer Staatssekretär für Wirtschaft und Energie.",Thomas_Bareiss,[],1975
"Barley, Dr. Katarina",SPD  *,Gewählt über Landesliste,Rheinland-Pfalz,Trier,203,"{'Funktionen in Unternehmen': [], 'Funktionen in Körperschaften und Anstalten des öffentlichen Rechts': [], 'Funktionen in Vereinen, Verbänden und Stiftungen': []}","Geboren am 19.November 1968 in Köln; zwei Kinder.Studium der Rechtswissenschaften in Marburg und Paris; Erstes und Zweites Staatsexamen 1993 und 1998; Diplôme de Droit Franςais; 1998 Promotion zum Dr. iur. in Münster.Rechtsanwältin, Referatsleiterin im Wissenschaftlicher Dienst des Landtages Rheinland-Pfalz; Richterin am Landgericht Trier und Amtsgericht Wittlich; Referentin im Ministerium der Justiz und für Verbraucherschutz Rheinland-Pfalz.Arbeiterwohlfahrt; Deutsches Rotes Kreuz; Europa-Union Deutschland; Förderverein der Gedenkstätte KZ Hinzert; Freundeskreis Herbert-Wehner-Bildungswerk; Gewerkschaft ver.di; Heimat- und Verkehrsverein Schweich; Hochschule Trier (Mitglied des Kuratoriums und des Förderkreises); Institut für Europäische Politik (Mitglied des Kuratoriums und des Förderkreises);  Jacques Delors Institut (Mitglied des Beirats); SCHMIT-Z schwul-lesbisches Zentrum Trier e.V. (Fördermitglied); Trägerverein Offener Kanal Trier e.V.; ZDF-Fernsehrat; Zonta Club Trier (Fördermitglied); Deutscher Juristinnenbund, Marie-Schlei-Verein; Mitglied des SPD-Parteivorstands seit dem 9. Dezember 2017; Mitglied des Vorstands des SPD-Regionalverbandes Rheinland seit 5. November 2011;1994 bis 1998 Mitglied des Ortsbeirats Trier-Nord; 2005 bis 2011 Mitglied des Stadtrats Schweich; seit 2009 bis 2015 Mitglied des Verbandsgemeinderats Schweich an der Römischen Weinstraße; 2005 bis 2016 Mitglied des SPD-Kreisvorstands Trier-Saarburg; seit 2010 Kreisvorsitzende; 2014 bis 2015 Mitglied des Kreistags Trier-Saarburg; 2015 bis 2017 Generalsekretärin der SPD; 2017 bis März 2018 Bundesministerin für Familie, Senioren, Frauen und Jugend; vom 2. Oktober 2017 bis März 2018 geschäftsführende Bundesministerin für Arbeit und Soziales; März 2018 bis Juni 2019 Bundesministerin der Justiz und für Verbraucherschutz.Dr. Katarina Barley hat auf ihre Mitgliedschaft im 19. Deutschen Bundestag verzichtet und ist mit Ablauf des 1. Juli 2019 aus dem Deutschen Bundestag ausgeschieden. Nachfolgerin ist die Abgeordnete Isabel Mackensen, SPD.* ausgeschieden",,[],1968
"Barnett, Doris",SPD,Gewählt über Landesliste,Rheinland-Pfalz,Ludwigshafen/Frankenthal,207,"{'Vorsitzende': ['Unterausschuss zu Fragen der Europäischen Union'], 'Ordentliches Mitglied': ['Haushaltsausschuss', 'Unterausschuss zu Fragen der Europäischen Union', 'Ausschuss für wirtschaftliche Zusammenarbeit und Entwicklung', 'Schriftführer/in'], 'Stellvertretendes Mitglied': ['Ausschuss für Wahlprüfung, Immunität und Geschäftsordnung', 'Auswärtiger Ausschuss', 'Ausschuss für die Angelegenheiten der Europäischen Union'], 'Delegationsleiterin (sonstige Gremien)': ['Parlamentarische Versammlung der OSZE'], 'Ordentliches Mitglied (sonstige Gremien)': ['Parlamentarische Versammlung der OSZE', 'Parlamentarische Versammlung des Europarates'], 'Stellvertretender Vorsitz (sonstige Gremien)': ['Deutsch-Russische Parlamentariergruppe']}","Geboren am 22. Mai 1953 in Ludwigshafen; verheiratet; ein Kind.Volksschule, staatliche Handelsschule, Wirtschaftsgymnasium, Abitur; Jurastudium an der Johannes-Gutenberg-Universität Mainz; Abschluss zweites Staatsexamen.Ein Jahr beim DGB und vier Jahre bei der ÖTV als Rechtssekretärin tätig (Rechtsschutz, Frauen, Mitbestimmung, kirchliche Mitarbeiter); anschließend fünf Jahre bei den Technischen Werken Ludwigshafen in der Personalabteilung tätig; Leiterin des Sozialverwaltungsamtes der Stadtverwaltung Ludwigshafen, zuständig für allgemeinen Sozialdienst, Bekämpfung der Arbeitslosigkeit, Unterbringung und Betreuung von Asylbewerbern.Mitglied der Gewerkschaft ÖTV (heute Dienstleistungsgewerkschaft ver.di), der IG Bergbau, Chemie, Energie (BCE), der Arbeiterwohlfahrt, im Arbeitsgerichtsverband und der Naturfreunde; seit 1998 Landesvorsitzende der Naturfreunde Rheinland-Pfalz; seit 2015 Schatzmeisterin der OSZE PV; Mitglied der SPD seit 1971; seit 1984 im Ortsvereinsvorstand Ludwigshafen-Oggersheim; seit 1992 im Landesvorstand der SPD; 1991 bis 1999 Bezirksvorsitzende der Arbeitsgemeinschaft sozialdemokratischer Frauen (AsF); seit 1990 stellvertretende SPD-Stadtverbandsvorsitzende.Mitglied des Bundestages seit 1994.",,"['Haushaltsausschuss', 'Unterausschuss zu Fragen der Europäischen Union', 'Ausschuss für wirtschaftliche Zusammenarbeit und Entwicklung', 'Schriftführer/in', 'Ausschuss für Wahlprüfung, Immunität und Geschäftsordnung', 'Auswärtiger Ausschuss', 'Ausschuss für die Angelegenheiten der Europäischen Union', 'Unterausschuss zu Fragen der Europäischen Union']",1953
